"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2004 HB39)",1.93,0.4548,5.51,174.16,65.14,1.052,2.81,2.68,91,6,47,,,22.70
"       (2004 HC39)",1.813,0.5009,14.66,56.06,224.26,0.905,2.72,2.44,20,7,131,,,21.50
"       (2004 HW53)",2.18,0.5813,39.10,32.69,95.83,0.913,3.45,3.22,5661,0,56,,,19.70
"       (2004 HX53)",1.193,0.3338,3.56,64.40,241.75,0.795,1.59,1.3,4726,0,100,2,3,23.60
"       (2004 HR56)",1.555,0.4360,5.97,41.10,87.91,0.877,2.23,1.94,3,9,11,,,23.30
"       (2004 HS56)",1.441,0.2852,30.03,41.76,196.14,1.030,1.85,1.73,9,8,69,,,22.40
"       (2004 HT59)",0.9802,0.2234,11.13,214.65,112.20,0.761,1.20,0.97,1,7,10,,,27.20
"       (2004 JB)",2.401,0.5172,13.23,57.91,141.66,1.159,3.64,3.72,29,7,25,,,22.50
"       (2004 JC)",2.472,0.6699,8.96,107.97,185.61,0.816,4.13,3.89,21,8,55,,,20.50
"       (2004 JN1)",1.085,0.1757,1.50,143.81,1.98,0.895,1.28,1.13,6244,2,106,,,23.70
"       (2004 JO1)",1.022,0.4750,21.58,69.83,286.23,0.537,1.51,1.03,19,8,126,,,20.90
"       (2004 JP1)",1.134,0.2190,20.93,56.60,253.97,0.886,1.38,1.21,4579,0,215,,,22.70
"       (2004 JR1)",2.89,0.5936,28.61,131.31,168.73,1.174,4.60,4.91,7502,0,527,,,17.50
"       (2004 JO12)",1.391,0.2554,21.71,231.83,16.61,1.035,1.75,1.64,9,8,55,,,23.80
"       (2004 JP12)",1.908,0.7777,8.26,217.27,262.38,0.424,3.39,2.64,7,9,19,,,23.40
"       (2004 JO20)",1.47,0.4331,10.25,234.37,68.26,0.833,2.11,1.78,2,7,35,,,26.20
"       (2004 JU20)",1.494,0.2753,5.60,52.56,138.62,1.083,1.91,1.83,3,9,8,,,25.30
"       (2004 JV20)",1.319,0.3412,25.21,53.45,252.46,0.869,1.77,1.52,2,9,23,,,24.00
"       (2004 KA)",2.006,0.4858,7.93,211.60,79.94,1.031,2.98,2.84,6378,0,269,,,21.02
"       (2004 KB)",1.188,0.2889,20.68,230.93,243.26,0.845,1.53,1.29,6283,1,82,,,21.09
"       (2004 KZ)",1.29,0.3752,12.42,58.50,100.93,0.806,1.77,1.46,2,8,28,,,25.50
"       (2004 KF1)",2.118,0.4426,9.41,242.01,5.23,1.181,3.06,3.08,1025,1,102,,,20.80
"       (2004 KG1)",0.8299,0.4074,1.91,242.93,213.79,0.492,1.17,0.756,10,6,104,,,24.10
"       (2004 KN10)",2.025,0.4540,7.64,234.73,20.70,1.106,2.94,2.88,24,7,45,,,23.60
"       (2004 KZ14)",1.537,0.3128,7.89,200.24,310.63,1.056,2.02,1.91,7021,0,100,,,20.50
"       (2004 KF15)",1.83,0.3546,11.08,229.10,34.65,1.181,2.48,2.48,5629,1,125,,,20.70
"       (2004 KE17)",2.799,0.6220,26.96,68.92,175.29,1.058,4.54,4.68,10,9,62,,,21.50
"       (2004 KF17)",1.856,0.4773,13.33,70.07,211.95,0.970,2.74,2.53,3,8,41,,,26.10
"       (2004 KG17)",1.508,0.3204,0.49,102.12,149.24,1.025,1.99,1.85,6,7,12,,,27.10
"       (2004 LB)",1.051,0.0529,37.33,254.02,144.68,0.996,1.11,1.08,5120,0,155,,,21.60
"       (2004 LC)",2.099,0.5544,5.24,245.36,330.05,0.935,3.26,3.04,7,8,80,,,24.40
"       (2004 LK)",2.093,0.5116,7.79,75.79,230.32,1.022,3.16,3.03,1079,0,67,,,22.70
"       (2004 LV)",1.663,0.6226,2.31,217.53,132.52,0.628,2.70,2.15,3,8,21,,,24.10
"       (2004 LB1)",1.28,0.2457,22.96,82.91,125.81,0.966,1.60,1.45,9,7,40,,,23.20
"       (2004 LB2)",1.333,0.5712,6.88,261.59,106.29,0.572,2.10,1.54,4,8,56,,,22.30
"       (2004 LD2)",2.845,0.5576,10.96,237.50,42.16,1.258,4.43,4.8,32,6,61,,,21.20
"       (2004 LO2)",0.9159,0.3513,25.44,82.60,309.42,0.594,1.24,0.877,4,7,31,,,25.00
"       (2004 LU3)",2.176,0.5315,9.81,113.67,224.70,1.020,3.33,3.21,6084,0,781,,,18.40
"       (2004 LX5)",1.308,0.2140,13.59,83.36,172.63,1.028,1.59,1.5,1,9,18,,,25.60
"       (2004 LY5)",1.864,0.7835,16.10,87.59,294.77,0.404,3.32,2.54,3,9,39,,,21.50
"       (2004 LZ5)",2.602,0.5489,24.76,262.92,320.13,1.174,4.03,4.2,6301,1,93,,,18.43
"       (2004 LA6)",1.692,0.3557,18.31,244.52,74.87,1.090,2.29,2.2,41,7,43,,,21.80
"       (2004 LA10)",2.498,0.5820,1.06,140.04,140.43,1.044,3.95,3.95,14,8,55,,,25.10
"       (2004 MC)",2.437,0.5923,2.42,91.24,204.08,0.994,3.88,3.81,15,7,131,,,23.30
"       (2004 MD)",1.915,0.5378,9.77,85.48,124.15,0.885,2.95,2.65,6055,0,294,,,20.20
"       (2004 MN1)",1.42,0.4069,30.20,84.57,249.20,0.842,2.00,1.69,1,9,6,,,24.60
"       (2004 MO1)",2.103,0.5032,56.49,83.67,207.50,1.044,3.16,3.05,2,9,19,,,23.20
"       (2004 MP1)",1.773,0.4362,8.62,266.72,326.68,0.999,2.55,2.36,7,8,34,,,25.20
"       (2004 MR1)",1.522,0.3730,1.78,87.73,221.22,0.954,2.09,1.88,1,7,39,,,25.60
"       (2004 MS1)",2.278,0.5908,6.97,263.37,324.22,0.932,3.62,3.44,21,8,90,,,22.30
"       (2004 MV2)",1.819,0.4770,6.62,103.56,105.82,0.951,2.69,2.45,4,9,21,,,23.50
"       (2004 MW2)",1.145,0.6383,35.10,96.12,50.17,0.414,1.88,1.23,5853,0,173,0,1,19.30
"       (2004 MX2)",2.762,0.7188,18.10,116.19,243.71,0.777,4.75,4.59,5321,0,99,,,19.30
"       (2004 MO3)",1.232,0.3360,2.55,252.58,297.90,0.818,1.65,1.37,4082,0,142,,,22.20
"       (2004 MP3)",2.608,0.5143,15.84,146.98,158.69,1.267,3.95,4.21,7715,0,137,,,18.59
"       (2004 MO4)",1.699,0.3883,2.22,106.40,188.51,1.039,2.36,2.21,32,7,79,,,24.90
"       (2004 MB6)",2.57,0.7075,11.13,134.14,229.78,0.752,4.39,4.12,2937,1,68,,,19.60
"       (2004 ME6)",2.409,0.5827,9.54,112.16,210.40,1.006,3.81,3.74,1,9,8,,,22.60
"       (2004 MQ6)",1.835,0.6495,35.51,105.79,256.36,0.643,3.03,2.48,3627,0,128,,,19.70
"       (2004 MP7)",2.727,0.7195,17.65,95.26,112.14,0.765,4.69,4.5,26,7,67,,,21.70
"       (2004 NF3)",2.066,0.4800,0.79,270.21,22.52,1.074,3.06,2.97,11,8,38,,,24.50
"       (2004 NU7)",2.234,0.5409,0.84,135.92,135.18,1.026,3.44,3.34,7,8,22,,,24.40
"       (2004 NK8)",1.327,0.2809,15.94,290.05,302.55,0.954,1.70,1.53,6,8,26,,,23.50
"       (2004 NM8)",2.514,0.5104,4.32,49.60,223.72,1.231,3.80,3.99,4427,0,58,,,21.30
"       (2004 OD4)",2.043,0.5162,4.37,294.75,335.94,0.988,3.10,2.92,4,8,33,,,27.00
"       (2004 OF6)",2.188,0.4130,8.95,39.00,262.87,1.284,3.09,3.24,4842,0,48,,,21.20
"       (2004 OW10)",1.223,0.2490,1.50,102.52,131.03,0.919,1.53,1.35,14,7,32,,,24.50
"       (2004 PJ)",2.249,0.5342,5.41,139.30,145.56,1.048,3.45,3.37,70,7,110,,,22.80
"       (2004 PJ2)",1.418,0.3419,2.58,317.17,281.68,0.933,1.90,1.69,8261,0,134,,,21.57
"       (2004 PM2)",2.569,0.5270,12.57,153.52,200.73,1.215,3.92,4.12,2875,1,114,,,19.30
"       (2004 PZ19)",2.042,0.5503,6.89,138.63,223.44,0.918,3.17,2.92,1,7,104,,,24.50
"       (2004 PE20)",2.213,0.4300,4.23,166.72,177.16,1.261,3.16,3.29,3799,0,235,,,20.10
"       (2004 PF20)",1.569,0.2948,17.40,318.02,335.08,1.106,2.03,1.96,30,7,68,,,22.50
"       (2004 PG20)",1.441,0.2668,5.20,320.23,339.96,1.056,1.83,1.73,31,7,35,,,24.50
"       (2004 PY27)",2.303,0.4420,4.78,12.79,273.97,1.285,3.32,3.5,5050,1,33,,,20.70
"       (2004 PS42)",1.242,0.1673,23.19,304.32,323.41,1.034,1.45,1.38,5224,1,91,,,21.30
"       (2004 PU42)",1.574,0.4438,0.99,146.96,232.51,0.875,2.27,1.97,3,7,65,,,26.70
"       (2004 PR92)",1.132,0.3397,13.01,321.65,100.21,0.748,1.52,1.2,7,8,50,,,25.10
"       (2004 PS92)",2.586,0.4997,26.40,326.81,279.54,1.294,3.88,4.16,2827,3,66,,,18.90
"       (2004 PB97)",1.235,0.1630,10.97,140.78,160.45,1.034,1.44,1.37,13,8,20,,,25.30
"       (2004 PD97)",2.285,0.4939,8.21,139.59,173.70,1.157,3.41,3.45,58,6,29,,,21.60
"       (2004 QB)",2.11,0.6541,11.02,131.40,111.54,0.730,3.49,3.07,30,7,72,,,19.80
"       (2004 QZ1)",1.865,0.7106,5.50,257.69,186.65,0.540,3.19,2.55,5729,0,124,,,20.70
"       (2004 QA2)",2.124,0.5143,8.36,132.81,159.49,1.032,3.22,3.1,31,7,33,,,22.30
"       (2004 QX2)",1.286,0.9027,19.07,320.38,218.61,0.125,2.45,1.46,17,8,24,,,21.70
"       (2004 QB3)",0.95,0.4163,14.31,327.21,232.17,0.555,1.35,0.926,13,8,19,,,24.40
"       (2004 QD3)",1.466,0.3877,32.05,342.63,108.23,0.898,2.03,1.78,6057,0,503,,,19.51
"       (2004 QR4)",1.967,0.4984,2.67,149.21,208.93,0.987,2.95,2.76,3,8,14,,,26.90
"       (2004 QN5)",2.109,0.4045,5.62,335.70,343.19,1.256,2.96,3.06,47,6,50,,,21.30
"       (2004 QO5)",1.983,0.4973,9.21,149.97,213.76,0.997,2.97,2.79,5,9,12,,,25.90
"       (2004 QG13)",0.953,0.1734,56.31,151.86,9.21,0.788,1.12,0.93,6,9,47,,,21.40
"       (2004 QJ13)",2.026,0.4812,3.02,147.60,185.78,1.051,3.00,2.88,2,8,18,,,25.30
"       (2004 QF14)",1.976,0.5084,2.76,283.56,8.03,0.971,2.98,2.78,41,6,84,,,22.90
"       (2004 QC17)",2.154,0.4380,9.03,231.43,143.68,1.210,3.10,3.16,6968,0,352,,,18.70
"       (2004 QD17)",1.739,0.3291,12.31,230.09,171.48,1.167,2.31,2.29,6010,0,399,,,19.85
"       (2004 QG20)",2.34,0.4503,7.62,169.46,209.09,1.287,3.39,3.58,10728,0,131,,,19.20
"       (2004 QA22)",0.9509,0.1228,0.58,174.71,28.27,0.834,1.07,0.927,10,5,45,,,27.90
"       (2004 QN22)",2.49,0.5916,7.11,163.17,187.68,1.017,3.96,3.93,8,8,30,,,24.20
"       (2004 RV2)",1.391,0.2257,19.64,329.40,34.27,1.077,1.70,1.64,5676,1,124,,,20.70
"       (2004 RW2)",1.425,0.3055,8.36,334.37,45.85,0.990,1.86,1.7,11,8,64,,,24.40
"       (2004 RJ9)",2.793,0.6241,22.71,301.02,341.49,1.050,4.54,4.67,34,8,51,,,19.90
"       (2004 RQ10)",1.865,0.4416,5.68,335.23,349.57,1.041,2.69,2.55,72,3,555,1,1,20.90
"       (2004 RW10)",2.353,0.5929,3.11,206.09,71.87,0.958,3.75,3.61,4245,0,78,,,20.90
"       (2004 RY10)",1.678,0.6225,15.52,165.70,283.47,0.633,2.72,2.17,5700,0,114,,,21.10
"       (2004 RB11)",2.111,0.5075,3.21,161.69,194.12,1.040,3.18,3.07,70,6,63,,,23.70
"       (2004 RC11)",1.828,0.4670,1.86,147.69,161.91,0.974,2.68,2.47,28,8,49,,,23.60
"       (2004 RS25)",2.128,0.4791,6.67,178.84,145.72,1.109,3.15,3.1,2044,1,141,,,20.20
"       (2004 RC80)",1.554,0.3244,13.95,347.25,353.71,1.050,2.06,1.94,9,8,54,,,24.40
"       (2004 RE84)",1.674,0.6053,2.00,321.95,131.82,0.661,2.69,2.17,5708,0,198,,,21.90
"       (2004 RF84)",2.163,0.6038,23.29,344.53,122.65,0.857,3.47,3.18,6003,0,445,1,1,18.40
"       (2004 RQ109)",3.085,0.5957,20.99,163.02,221.74,1.247,4.92,5.42,75,5,42,,,20.60
"       (2004 RS109)",2.332,0.4951,33.88,173.17,193.13,1.177,3.49,3.56,5083,1,327,,,18.90
"       (2004 RU109)",1.533,0.4891,5.85,171.30,250.71,0.783,2.28,1.9,1,7,51,,,26.40
"       (2004 RY109)",1.628,0.4250,26.14,352.36,306.87,0.936,2.32,2.08,5617,0,142,,,19.00
"       (2004 RN111)",1.668,0.3937,12.61,349.85,331.32,1.011,2.32,2.15,5,8,46,,,25.00
"       (2004 RO111)",0.961,0.3323,5.40,199.19,281.10,0.642,1.28,0.942,5842,0,69,,,23.30
"       (2004 RG164)",1.608,0.3781,1.28,176.12,147.81,1.000,2.22,2.04,25,8,59,,,25.80
"       (2004 RU164)",3.36,0.6195,12.71,114.33,232.72,1.278,5.44,6.16,59,6,22,,,20.70
"       (2004 RV164)",2.4,0.5800,2.56,326.16,2.77,1.008,3.79,3.72,25,7,86,,,24.30
"       (2004 RX164)",1.705,0.4844,12.49,185.77,102.48,0.879,2.53,2.23,27,7,66,,,21.00
"       (2004 RY164)",1.725,0.3152,35.86,357.85,58.18,1.182,2.27,2.27,57,6,64,,,20.70
"       (2004 RZ164)",2.564,0.6065,13.84,74.75,345.93,1.009,4.12,4.11,3118,0,797,,,19.00
"       (2004 RX165)",2.331,0.5070,7.89,28.70,331.15,1.149,3.51,3.56,91,5,49,,,21.10
"       (2004 RL251)",2.529,0.5939,1.38,278.46,57.38,1.027,4.03,4.02,51,6,160,,,22.70
"       (2004 RN251)",1.661,0.5289,4.36,179.83,245.43,0.782,2.54,2.14,2,8,27,,,26.10
"       (2004 RC252)",1.304,0.1284,19.20,175.42,56.44,1.137,1.47,1.49,6,9,37,,,21.30
"       (2004 RQ252)",1.124,0.3883,7.75,25.39,82.97,0.688,1.56,1.19,2788,1,98,,,22.40
"       (2004 RH357)",1.516,0.4289,2.68,0.75,76.13,0.866,2.17,1.87,11,8,14,,,23.30
"       (2004 SA)",2.275,0.5408,18.47,173.94,183.19,1.045,3.51,3.43,1,8,30,,,26.10
"       (2004 SR)",1.147,0.1604,8.63,354.71,297.69,0.963,1.33,1.23,17,7,75,,,23.80
"       (2004 SS)",2.198,0.5290,6.52,1.38,353.32,1.035,3.36,3.26,4817,0,295,,,21.90
"       (2004 SA1)",1.186,0.1511,17.13,355.96,327.74,1.007,1.36,1.29,5,8,35,,,25.30
"       (2004 SB1)",1.179,0.4818,10.34,354.29,128.19,0.611,1.75,1.28,8355,0,260,,,20.40
"       (2004 ST2)",0.9551,0.1873,22.30,356.76,227.10,0.776,1.13,0.933,5118,1,66,,,24.20
"       (2004 SY4)",2.409,0.5870,8.27,5.66,22.71,0.995,3.82,3.74,16,8,52,,,24.40
"       (2004 SA20)",2.414,0.7106,2.85,135.68,146.91,0.698,4.13,3.75,17,9,19,,,22.80
"       (2004 SD26)",2.041,0.7715,4.86,117.59,359.71,0.466,3.61,2.92,1094,1,71,,,18.70
"       (2004 SE26)",1.73,0.4563,10.74,176.99,140.13,0.941,2.52,2.28,2,9,18,,,25.80
"       (2004 SR26)",1.398,0.2750,8.04,358.02,354.48,1.014,1.78,1.65,2,7,27,,,26.60
"       (2004 SS26)",1.589,0.4410,32.25,180.37,238.63,0.888,2.29,2,2,9,32,,,23.10
"       (2004 ST26)",1.758,0.6734,7.32,359.30,266.18,0.574,2.94,2.33,1,8,25,,,26.30
"       (2004 SU26)",1.441,0.5483,14.18,184.15,83.90,0.651,2.23,1.73,1,9,11,,,24.90
"       (2004 SW26)",0.7378,0.4162,18.41,180.36,359.48,0.431,1.04,0.634,1,8,25,,,25.70
"       (2004 SU55)",1.375,0.2371,1.16,178.22,200.52,1.049,1.70,1.61,81,6,40,,,24.70
"       (2004 SC56)",0.7676,0.4285,4.78,201.82,322.94,0.439,1.10,0.673,2167,1,168,,,22.70
"       (2004 TA1)",0.9083,0.2501,13.50,14.46,200.39,0.681,1.14,0.866,4737,1,44,,,23.00
"       (2004 TN1)",2.755,0.6952,8.39,213.62,233.92,0.840,4.67,4.57,30,6,64,,,21.80
"       (2004 TP1)",1.291,0.3892,7.49,30.04,87.88,0.789,1.79,1.47,6063,0,426,,,20.70
"       (2004 TE8)",1.754,0.6796,20.67,21.88,217.52,0.562,2.95,2.32,4838,2,55,,,19.40
"       (2004 TB10)",1.103,0.0937,22.50,12.83,149.90,1.000,1.21,1.16,5290,1,124,,,21.40
"       (2004 TD10)",0.751,0.4429,2.63,48.15,136.98,0.418,1.08,0.651,5466,0,164,,,22.10
"       (2004 TE10)",2.498,0.6691,0.49,44.36,277.45,0.827,4.17,3.95,4265,0,107,,,24.00
"       (2004 TF10)",1.42,0.3364,8.95,297.35,347.97,0.942,1.90,1.69,6257,1,59,,,20.94
"       (2004 TG10)",2.234,0.8621,4.18,205.06,317.41,0.308,4.16,3.34,5040,0,93,,,19.40
"       (2004 TJ10)",1.308,0.3301,24.76,195.65,250.83,0.876,1.74,1.5,1,8,32,,,25.10
"       (2004 TL10)",2.649,0.6582,9.51,9.98,325.55,0.906,4.39,4.31,4787,1,103,,,21.30
"       (2004 TU11)",2.504,0.5206,5.26,207.47,206.32,1.200,3.81,3.96,3026,0,148,,,21.10
"       (2004 TV11)",2.27,0.5198,7.48,19.46,329.74,1.090,3.45,3.42,12,8,29,,,24.40
"       (2004 TW11)",1.384,0.2755,10.61,18.30,43.13,1.003,1.77,1.63,31,7,73,,,24.00
"       (2004 TT12)",2.501,0.5422,0.73,183.97,197.66,1.145,3.86,3.96,45,7,22,,,24.00
"       (2004 TP13)",0.9765,0.1619,36.53,12.61,138.62,0.818,1.13,0.965,7,9,23,,,23.10
"       (2004 TK14)",1.62,0.2349,10.22,357.68,72.08,1.240,2.00,2.06,721,1,57,,,20.10
"       (2004 TC18)",1.335,0.3637,8.38,206.59,103.36,0.850,1.82,1.54,8,8,32,,,24.00
"       (2004 TD18)",1.747,0.5464,3.89,186.75,291.37,0.792,2.70,2.31,35,7,40,,,22.20
"       (2004 TE18)",2.114,0.4083,8.99,35.09,324.84,1.251,2.98,3.07,37,6,26,,,21.20
"       (2004 TN20)",0.9465,0.2592,14.10,203.02,56.57,0.701,1.19,0.921,3,7,17,,,24.90
"       (2004 TO20)",1.439,0.2957,9.56,207.74,123.71,1.014,1.86,1.73,26,7,34,,,23.40
"       (2004 TX37)",3.296,0.6305,4.85,204.35,314.20,1.218,5.37,5.99,6205,0,80,,,15.57
"       (2004 UB)",1.367,0.6181,6.37,242.89,36.86,0.522,2.21,1.6,5882,0,145,,,20.50
"       (2004 UE)",2.634,0.6454,14.57,225.44,217.66,0.934,4.33,4.28,6271,0,472,,,21.41
"       (2004 UR)",1.559,0.4056,2.44,28.60,56.75,0.927,2.19,1.95,48,6,72,,,23.10
"       (2004 UH1)",0.9534,0.3965,3.70,29.54,120.93,0.575,1.33,0.931,1,6,16,,,28.10
"       (2004 UR1)",2.176,0.6164,4.08,250.97,73.42,0.835,3.52,3.21,5889,0,238,,,20.50
"       (2004 US1)",1.284,0.4511,21.41,223.34,74.32,0.705,1.86,1.46,5923,0,268,,,20.50
"       (2004 UT1)",0.9651,0.2214,4.50,211.51,294.73,0.751,1.18,0.948,3,5,39,,,26.60
"       (2004 UV1)",2.819,0.6512,20.78,76.42,20.47,0.983,4.65,4.73,5102,0,189,,,17.70
"       (2004 VP)",1.655,0.4291,11.69,45.72,71.15,0.945,2.37,2.13,6207,0,112,,,22.14
"       (2004 VW)",1.501,0.5141,12.69,223.73,257.96,0.729,2.27,1.84,2,8,30,,,23.10
"       (2004 VZ)",0.941,0.2442,16.22,225.74,297.16,0.711,1.17,0.913,3,7,46,,,24.60
"       (2004 VH1)",1.552,0.4717,32.80,43.40,88.59,0.820,2.28,1.93,17,9,36,,,21.80
"       (2004 VJ1)",0.9437,0.1641,1.29,233.30,332.27,0.789,1.10,0.917,4052,1,105,,,24.10
"       (2004 VY14)",1.961,0.6502,7.02,60.39,230.40,0.686,3.24,2.75,4027,0,79,,,19.70
"       (2004 VZ14)",1.534,0.5266,4.58,41.61,280.28,0.726,2.34,1.9,9,8,37,,,25.30
"       (2004 VM24)",1.14,0.4295,2.92,230.99,277.45,0.650,1.63,1.22,3,7,141,,,25.70
"       (2004 VZ60)",2.467,0.5808,3.09,228.74,190.95,1.034,3.90,3.88,40,7,34,,,24.80
"       (2004 VB61)",2.297,0.4968,9.27,59.71,344.20,1.156,3.44,3.48,5167,0,56,,,22.10
"       (2004 VQ65)",1.987,0.5168,9.25,68.18,14.83,0.960,3.01,2.8,18,8,36,,,22.30
"       (2004 WC1)",0.8572,0.1714,10.32,54.75,179.34,0.710,1.00,0.794,3,7,18,,,26.10
"       (2004 WH1)",1.198,0.2036,2.66,238.85,219.32,0.954,1.44,1.31,2,7,15,,,24.00
"       (2004 WK1)",1.084,0.7301,34.47,51.80,223.15,0.293,1.88,1.13,6217,1,44,,,21.05
"       (2004 XG)",0.8376,0.2983,1.20,284.78,1.16,0.588,1.09,0.767,3692,1,90,,,24.10
"       (2004 XJ)",0.8869,0.1696,12.19,253.24,16.45,0.736,1.04,0.835,13,7,75,,,24.00
"       (2004 XK)",1.56,0.3983,11.13,251.24,220.44,0.939,2.18,1.95,2,7,47,,,26.00
"       (2004 XO)",1.034,0.0967,25.97,250.04,71.07,0.934,1.13,1.05,13,8,97,,,21.60
"       (2004 XH3)",1.917,0.5126,4.02,266.72,204.86,0.934,2.90,2.65,6,8,24,,,24.10
"       (2004 XK3)",1.228,0.2605,1.48,57.92,304.71,0.908,1.55,1.36,1464,0,243,,,24.40
"       (2004 XL4)",1.87,0.3634,16.78,241.23,164.38,1.190,2.55,2.56,39,7,45,,,20.90
"       (2004 XD6)",1.945,0.5654,6.67,66.62,88.57,0.845,3.05,2.71,23,7,58,,,22.30
"       (2004 XE6)",1.863,0.3519,31.15,82.77,45.41,1.207,2.52,2.54,4917,1,144,,,19.50
"       (2004 XK14)",0.7485,0.4339,3.10,306.84,303.15,0.424,1.07,0.648,4731,0,145,,,22.40
"       (2004 XP14)",1.052,0.1587,32.95,281.02,273.71,0.885,1.22,1.08,5785,0,1351,1,4,19.40
"       (2004 XG29)",1.41,0.3134,0.15,302.18,110.61,0.968,1.85,1.67,36,6,131,,,25.30
"       (2004 XJ29)",1.999,0.5248,4.64,292.83,107.87,0.950,3.05,2.83,6231,0,221,,,21.36
"       (2004 XK29)",2.403,0.6414,7.86,35.22,339.01,0.862,3.94,3.72,5529,0,135,,,19.70
"       (2004 XL29)",1.375,0.6403,43.79,256.18,320.22,0.494,2.25,1.61,6023,0,103,,,19.04
"       (2004 XM29)",2.139,0.6338,2.59,99.97,59.98,0.783,3.49,3.13,1268,0,139,,,22.90
"       (2004 XN29)",2.423,0.7038,2.36,319.74,37.23,0.718,4.13,3.77,27,7,65,,,22.00
"       (2004 XO29)",1.234,0.6721,21.65,80.72,145.08,0.404,2.06,1.37,5486,0,59,,,21.10
"       (2004 XJ35)",2.116,0.3911,7.65,72.80,7.74,1.288,2.94,3.08,1101,1,88,,,20.30
"       (2004 XO35)",2.583,0.5673,9.26,108.99,295.85,1.118,4.05,4.15,19,8,25,,,21.80
"       (2004 XP35)",2.008,0.5381,9.41,80.30,319.93,0.927,3.09,2.84,21,7,113,,,23.40
"       (2004 XA45)",1.544,0.5005,34.92,41.68,83.48,0.771,2.32,1.92,1410,0,44,,,21.00
"       (2004 XB45)",1.55,0.5823,3.16,84.87,86.19,0.648,2.45,1.93,3,7,51,,,26.20
"       (2004 XJ50)",2.241,0.5116,23.35,102.05,283.78,1.094,3.39,3.35,3685,0,82,,,19.20
"       (2004 XC51)",2.05,0.7332,39.76,252.41,284.87,0.547,3.55,2.94,9,9,45,,,19.90
"       (2004 XD51)",1.245,0.2415,6.82,83.79,53.93,0.944,1.55,1.39,5,8,33,,,25.00
"       (2004 XO63)",2.554,0.6093,1.88,265.07,183.56,0.998,4.11,4.08,6,8,39,,,26.20
"       (2004 YA)",1.243,0.3709,22.86,264.43,92.42,0.782,1.70,1.39,2,9,19,,,24.90
"       (2004 YC)",0.8677,0.3138,6.08,263.16,47.45,0.595,1.14,0.808,4,6,35,,,25.60
"       (2004 YD)",0.8424,0.2404,12.10,265.63,7.82,0.640,1.04,0.773,9,8,22,,,24.00
"       (2004 YE)",2.285,0.5464,1.48,69.45,5.41,1.036,3.53,3.45,19,8,21,,,24.90
"       (2004 YQ)",1.78,0.4879,15.71,87.91,308.73,0.912,2.65,2.37,2,9,18,,,24.40
"       (2004 YR)",1.724,0.4225,29.81,96.81,65.86,0.996,2.45,2.26,3482,0,140,,,20.30
"       (2004 YG1)",1.01,0.1588,19.82,271.72,293.86,0.850,1.17,1.02,3149,1,99,,,21.40
"       (2004 YJ1)",1.411,0.2213,47.18,272.84,135.89,1.099,1.72,1.68,14,8,51,,,20.70
"       (2004 YK1)",1.886,0.4149,8.65,96.49,77.30,1.103,2.67,2.59,4840,0,49,,,21.30
"       (2004 YA5)",0.8089,0.5364,28.18,269.95,31.22,0.375,1.24,0.728,13,8,30,,,22.60
"       (2004 YD5)",2.272,0.7826,3.61,88.46,262.06,0.494,4.05,3.42,1,8,19,,,29.30
"       (2004 YY23)",3.955,0.7087,28.61,275.98,176.06,1.152,6.76,7.86,44,6,157,,,19.40
"       (2005 AJ3)",1.274,0.2004,7.55,282.04,215.72,1.019,1.53,1.44,9,8,30,,,23.20
"       (2005 AK3)",2.168,0.5794,1.59,294.07,226.49,0.912,3.42,3.19,14,8,88,,,24.40
"       (2005 AU3)",1.245,0.4727,3.77,105.17,266.65,0.657,1.83,1.39,8,9,22,,,26.10
"       (2005 AV3)",2.341,0.5848,14.26,123.54,268.16,0.972,3.71,3.58,33,7,32,,,20.20
"       (2005 AO19)",1.68,0.3409,3.18,113.57,352.57,1.107,2.25,2.18,3,9,27,,,24.20
"       (2005 AQ19)",1.737,0.2915,16.49,123.94,336.30,1.230,2.24,2.29,5899,1,86,,,21.40
"       (2005 AV27)",2.254,0.6520,5.86,67.97,138.82,0.784,3.72,3.38,221,5,57,,,20.50
"       (2005 AX28)",2.157,0.6554,7.58,113.53,72.81,0.743,3.57,3.17,3,8,24,,,25.20
"       (2005 AZ28)",1.464,0.3404,1.59,313.90,100.74,0.966,1.96,1.77,1,9,13,,,24.00
"       (2005 BD)",1.923,0.4698,9.18,112.38,359.01,1.020,2.83,2.67,3,8,50,,,25.10
"       (2005 BU)",0.8472,0.3006,12.99,296.79,38.87,0.592,1.10,0.78,2,7,32,,,26.70
"       (2005 BL1)",1.509,0.3182,21.68,297.73,195.20,1.029,1.99,1.85,1,9,19,,,24.60
"       (2005 BM1)",1.012,0.1655,15.50,297.54,78.71,0.844,1.18,1.02,1,8,12,,,25.40
"       (2005 BN1)",1.791,0.5553,6.79,300.84,107.48,0.796,2.79,2.4,18,8,39,,,24.00
"       (2005 BS1)",1.972,0.5682,2.65,113.69,308.33,0.851,3.09,2.77,3,8,25,,,27.50
"       (2005 BT1)",1.33,0.7143,63.64,304.48,32.87,0.380,2.28,1.53,5123,1,45,,,19.00
"       (2005 BU1)",1.466,0.3504,21.49,117.63,305.16,0.952,1.98,1.78,1,9,30,,,23.80
